Key,English,French
PROPITEM_TXT_000920,Comet Boots,Bottes Cosmic
PROPITEM_TXT_000922,Miracle Helmet,Casque Mirage
PROPITEM_TXT_000924,Miracle Suit,Armure Mirage
PROPITEM_TXT_000926,Miracle Gauntlets,Gants Mirage
PROPITEM_TXT_000928,Miracle Boots,Bottes Mirage
PROPITEM_TXT_000930,Layered Helmet,Casque Superposition
PROPITEM_TXT_000932,Layered Suit,Armure Superposition
PROPITEM_TXT_000934,Layered Gauntlets,Gants Superposition
PROPITEM_TXT_000936,Layered Boots,Bottes Superposition
PROPITEM_TXT_000938,Sayram Helmet,Casque Sayram
PROPITEM_TXT_000940,Sayram Suit,Armure Sayram
PROPITEM_TXT_000942,Sayram Gauntlets,Gants Sayram
PROPITEM_TXT_000944,Sayram Boots,Bottes Sayram
PROPITEM_TXT_000946,Talin Helmet,Casque Talin
PROPITEM_TXT_000948,Talin Suit,Armure Talin
PROPITEM_TXT_000950,Talin Gauntlets,Gants Talin
PROPITEM_TXT_000952,Talin Boots,Bottes Talin
PROPITEM_TXT_000954,Merr Helmet,Casque Mera
PROPITEM_TXT_000956,Merr Suit,Armure Mera
PROPITEM_TXT_000958,Merr Gauntlets,Gants Mera
PROPITEM_TXT_000960,Merr Boots,Bottes Mera
PROPITEM_TXT_000962,Sorain Helmet,Casque Sorain
PROPITEM_TXT_000964,Sorain Suit,Armure Sorain
PROPITEM_TXT_000966,Sorain Gauntlets,Gants Sorain
PROPITEM_TXT_000968,Sorain Boots,Bottes Sorain
PROPITEM_TXT_000970,Stitch Helmet,Casque Sith
PROPITEM_TXT_000972,Stitch Suit,Armure Sith
PROPITEM_TXT_000974,Stitch Gauntlets,Gants Sith
PROPITEM_TXT_000976,Stitch Boots,Bottes Sith
PROPITEM_TXT_000978,Panggril Helmet,Casque Pangril
PROPITEM_TXT_000980,Panggril Suit,Armure Pangril
PROPITEM_TXT_000982,Panggril Gauntlets,Gants Pangril
PROPITEM_TXT_000984,Panggril Boots,Bottes Pangril
PROPITEM_TXT_000986,Hyper Helmet,Casque Horizon
PROPITEM_TXT_000988,Hyper Suit,Armure Horizon
PROPITEM_TXT_000990,Hyper Gauntlets,Gants Horizon
PROPITEM_TXT_000992,Hyper Boots,Bottes Horizon
PROPITEM_TXT_000994,Cruiser Helmet,Casque Cruiser
PROPITEM_TXT_000996,Cruiser Suit,Armure Cruiser
PROPITEM_TXT_000998,Cruiser Gauntlets,Gants Cruiser
PROPITEM_TXT_001000,Cruiser Boots,Bottes Cruiser
PROPITEM_TXT_001002,Flury Helmet,Casque Fury
PROPITEM_TXT_001004,Flury Suit,Armure Fury
PROPITEM_TXT_001006,Flury Gauntlets,Gants Fury
PROPITEM_TXT_001008,Flury Boots,Bottes Fury
PROPITEM_TXT_001010,Wedge Helmet,Casque Beltias
PROPITEM_TXT_001012,Wedge Suit,Armure Beltias
PROPITEM_TXT_001014,Wedge Gauntlets,Gants Beltias
PROPITEM_TXT_001016,Wedge Boots,Bottes Beltias
PROPITEM_TXT_001018,Misty Helmet,Casque Misty
PROPITEM_TXT_001020,Misty Suit,Armure Misty
PROPITEM_TXT_001022,Misty Gauntlets,Gants Misty
PROPITEM_TXT_001024,Misty Boots,Bottes Misty
PROPITEM_TXT_001026,Teba Helmet,Casque Kadjar
PROPITEM_TXT_001028,Teba Suit,Armure Kadjar
PROPITEM_TXT_001030,Teba Gauntlets,Gants Kadjar
PROPITEM_TXT_001032,Teba Boots,Bottes Kadjar
PROPITEM_TXT_001034,Recorn Helmet,Casque Recorn
PROPITEM_TXT_001036,Recorn Suit,Armure Recorn
PROPITEM_TXT_001038,Recorn Gauntlets,Gants Recorn
PROPITEM_TXT_001040,Recorn Boots,Bottes Recorn
PROPITEM_TXT_001042,Rescorn Helmet,Casque Ryscorn
PROPITEM_TXT_001044,Rescorn Suit,Armure Ryscorn
PROPITEM_TXT_001046,Rescorn Gauntlets,Gants Ryscorn
PROPITEM_TXT_001048,Rescorn Boots,Bottes Ryscorn
PROPITEM_TXT_001050,Rebron Helmet,Casque Rebrorn
PROPITEM_TXT_001052,Rebron Suit,Armure Rebrorn
PROPITEM_TXT_001054,Rebron Gauntlets,Gants Rebrorn
PROPITEM_TXT_001056,Rebron Boots,Bottes Rebrorn
PROPITEM_TXT_001058,Restron Helmet,Casque Restrorn
PROPITEM_TXT_001060,Restron Suit,Armure Restrorn
PROPITEM_TXT_001062,Restron Gauntlets,Gants Restrorn
PROPITEM_TXT_001064,Restron Boots,Bottes Restrorn
PROPITEM_TXT_001066,Shurand Helmet,Casque Shurent
PROPITEM_TXT_001068,Shurand Suit,Armure Shurent
PROPITEM_TXT_001070,Shurand Gauntlets,Gants Shurent
PROPITEM_TXT_001072,Shurand Boots,Bottes Shurent
PROPITEM_TXT_001074,Shuran Helmet,Casque Shuran
PROPITEM_TXT_001076,Shuran Suit,Armure Shuran
PROPITEM_TXT_001078,Shuran Gauntlets,Gants Shuran
PROPITEM_TXT_001080,Shuran Boots,Bottes Shuran
PROPITEM_TXT_001082,Ahes Helmet,Casque Ahes
PROPITEM_TXT_001084,Ahes Suit,Armure Ahes
PROPITEM_TXT_001086,Ahes Gauntlets,Gants Ahes
PROPITEM_TXT_001088,Ahes Boots,Bottes Ahes
PROPITEM_TXT_001090,Anoos Helmet,Casque Arkan
PROPITEM_TXT_001092,Anoos Suit,Armure Arkan
PROPITEM_TXT_001094,Anoos Gauntlets,Gants Arkan
PROPITEM_TXT_001096,Anoos Boots,Bottes Arkan
PROPITEM_TXT_001098,Warpon Helmet,Heaume Illustre (G)
PROPITEM_TXT_001100,Warpon Suit,Haubert Illustre (G)
PROPITEM_TXT_001102,Warpon Gauntlets,Gantelets Illustres (G)
PROPITEM_TXT_001104,Warpon Boots,Grèves Illustres (G)
PROPITEM_TXT_001106,Warspon Helmet,Heaume Illustre (F)
PROPITEM_TXT_001108,Warspon Suit,Haubert Illustre (F)
PROPITEM_TXT_001110,Warspon Gauntlets,Gantelets Illustres (F)
PROPITEM_TXT_001112,Warspon Boots,Grèves Illustres (F)
PROPITEM_TXT_001114,Wees Helmet,Heaume Astral (G)
PROPITEM_TXT_001116,Wees Suit,Haubert Astral (G)
PROPITEM_TXT_001118,Wees Gauntlets,Gantelets Astraux (G)
PROPITEM_TXT_001120,Wees Boots,Grèves Astrales (G)
PROPITEM_TXT_001122,Weeshian Helmet,Heaume Astral (F)
PROPITEM_TXT_001124,Weeshian Suit,Haubert Astral (F)
PROPITEM_TXT_001126,Weeshian Gauntlets,Gantelets Astraux (F)
PROPITEM_TXT_001128,Weeshian Boots,Grèves Astrales (F)
PROPITEM_TXT_001130,Ectro Helmet,Heaume Epique (G)
PROPITEM_TXT_001132,Ectro Suit,Haubert Epique (G)
PROPITEM_TXT_001134,Ectro Gauntlets,Gantelets Épiques (G)
PROPITEM_TXT_001136,Ectro Boots,Grèves Epiques (G)
PROPITEM_TXT_001138,Extro Helmet,Heaume Epique (F)
PROPITEM_TXT_001140,Extro Suit,Haubert Epique (F)
PROPITEM_TXT_001142,Extro Gauntlets,Gantelets Épiques (F)
PROPITEM_TXT_001144,Extro Boots,Grèves Epiques (F)
PROPITEM_TXT_001146,Einy Helmet,Masque Illustre (G)
PROPITEM_TXT_001148,Einy Suit,Cuirasse Illustre (G)
PROPITEM_TXT_001150,Einy Gauntlets,Griffes Illustres (G)
PROPITEM_TXT_001152,Einy Boots,Solerets Illustres (G)
PROPITEM_TXT_001154,Akan Helmet,Masque Illustre (F)
PROPITEM_TXT_001156,Akan Suit,Cuirasse Illustre (F)
PROPITEM_TXT_001158,Akan Gauntlets,Griffes Illustres (F)
PROPITEM_TXT_001160,Akan Boots,Solerets Illustres (F)
PROPITEM_TXT_001162,Dayst Helmet,Masque Astral (G)
PROPITEM_TXT_001164,Dayst Suit,Cuirasse Astrale (G)
PROPITEM_TXT_001166,Dayst Gauntlets,Griffes Astrales (G)
PROPITEM_TXT_001168,Dayst Boots,Solerets Astraux (G)
PROPITEM_TXT_001170,Dest Helmet,Masque Astral (F)
PROPITEM_TXT_001172,Dest Suit,Cuirasse Astrale (F)
PROPITEM_TXT_001174,Dest Gauntlets,Griffes Astrales (F)
PROPITEM_TXT_001176,Dest Boots,Solerets Astraux (F)
PROPITEM_TXT_001178,Hanes Helmet,Masque Épique (G)
PROPITEM_TXT_001180,Hanes Suit,Cuirasse Épique (G)
PROPITEM_TXT_001182,Hanes Gauntlets,Griffes Épiques (G)
PROPITEM_TXT_001184,Hanes Boots,Solerets Épique (G)
PROPITEM_TXT_001186,Haganes Helmet,Masque Épique (F)
PROPITEM_TXT_001188,Haganes Suit,Cuirasse Épique (F)
PROPITEM_TXT_001190,Haganes Gauntlets,Griffes Épiques (F)
PROPITEM_TXT_001192,Haganes Boots,Solerets Épique (F)
PROPITEM_TXT_001194,Katria Helmet,Camail Illustre (G)
PROPITEM_TXT_001196,Katria Suit,Tunique Illustre (G)
PROPITEM_TXT_001198,Katria Gauntlets,Manicles Illustres (G)
PROPITEM_TXT_001200,Katria Boots,Souliers Illustres (G)
PROPITEM_TXT_001202,Kanarin Helmet,Camail Illustre (F)
PROPITEM_TXT_001204,Kanarin Suit,Tunique Illustre (F)
PROPITEM_TXT_001206,Kanarin Gauntlets,Manicles Illustres (F)
PROPITEM_TXT_001208,Kanarin Boots,Souliers Illustres (F)
PROPITEM_TXT_001210,Restra Helmet,Camail Astral (G)
PROPITEM_TXT_001212,Restra Suit,Tunique Astrale (G)
PROPITEM_TXT_001214,Restra Gauntlets,Manicles Astrales (G)
PROPITEM_TXT_001216,Restra Boots,Souliers Astraux (G)
PROPITEM_TXT_001218,Rasra Helmet,Camail Astral (F)
PROPITEM_TXT_001220,Rasra Suit,Tunique Astrale (F)
PROPITEM_TXT_001222,Rasra Gauntlets,Manicles Astrales (F)
PROPITEM_TXT_001224,Rasra Boots,Souliers Astraux (F)
PROPITEM_TXT_001226,Neis Helmet,Camail Épique (G)
PROPITEM_TXT_001228,Neis Suit,Tunique Épique (G)
PROPITEM_TXT_001230,Neis Gauntlets,Manicles Épiques (G)
PROPITEM_TXT_001232,Neis Boots,Souliers Épiques (G)
PROPITEM_TXT_001234,Nation Helmet,Camail Épique (F)
PROPITEM_TXT_001236,Nation Suit,Tunique Épique (F)
PROPITEM_TXT_001238,Nation Gauntlets,Manicles Épiques (F)
PROPITEM_TXT_001240,Nation Boots,Souliers Épiques (F)
PROPITEM_TXT_001242,Oska Helmet,Casque Illustre (G)
PROPITEM_TXT_001244,Oska Suit,Plastron Illustre (G)
PROPITEM_TXT_001246,Oska Gauntlets,Gants Cloutés Illustres (G)
PROPITEM_TXT_001248,Oska Boots,Bottes Illustres (G)
PROPITEM_TXT_001250,Okas Helmet,Casque Illustre (F)
PROPITEM_TXT_001252,Okas Suit,Plastron Illustre (F)
PROPITEM_TXT_001254,Okas Gauntlets,Gants Cloutés Illustres (F)
PROPITEM_TXT_001256,Okas Boots,Bottes Illustres (F)
PROPITEM_TXT_001258,Asren Helmet,Casque Astral (G)
PROPITEM_TXT_001260,Asren Suit,Plastron Astral (G)
PROPITEM_TXT_001262,Asren Gauntlets,Gants Cloutés Astraux (G)
PROPITEM_TXT_001264,Asren Boots,Bottes Astrales (G)
PROPITEM_TXT_001266,Aren Helmet,Casque Astral (F)
PROPITEM_TXT_001268,Aren Suit,Plastron Astral (F)
PROPITEM_TXT_001270,Aren Gauntlets,Gants Cloutés Astraux (F)
PROPITEM_TXT_001272,Aren Boots,Bottes Astrales (F)
PROPITEM_TXT_001274,Tyrent Helmet,Casque Épique (G)
PROPITEM_TXT_001276,Tyrent Suit,Plastron Épique (G)
PROPITEM_TXT_001278,Tyrent Gauntlets,Gants Cloutés Épiques (G)
PROPITEM_TXT_001280,Tyrent Boots,Bottes Épiques (G)
PROPITEM_TXT_001282,Tight Helmet,Casque Épique (F)
PROPITEM_TXT_001284,Tight Suit,Plastron Épique (F)
PROPITEM_TXT_001286,Tight Gauntlets,Gants Cloutés Épiques (F)
PROPITEM_TXT_001288,Tight Boots,Bottes Épiques (F)
PROPITEM_TXT_001290,Pact Helmet,Couronne Illustre (G)
PROPITEM_TXT_001292,Pact Suit,Robe Illustre (G)
PROPITEM_TXT_001294,Pact Gauntlets,Gants Illustres (G)
PROPITEM_TXT_001296,Pact Boots,Mules Illustres (G)
PROPITEM_TXT_001298,Paxt Helmet,Couronne Illustre (F)
PROPITEM_TXT_001300,Paxt Suit,Robe Illustre (F)
PROPITEM_TXT_001302,Paxt Gauntlets,Gants Illustres (F)
PROPITEM_TXT_001304,Paxt Boots,Mules Illustres (F)
PROPITEM_TXT_001306,Shupon Helmet,Couronne Astrale (G)
PROPITEM_TXT_001308,Shupon Suit,Robe Astrale (G)
PROPITEM_TXT_001310,Shupon Gauntlets,Gants Astraux (G)
PROPITEM_TXT_001312,Shupon Boots,Mules Astrales (G)
PROPITEM_TXT_001314,Shrian Helmet,Couronne Astrale (F)
PROPITEM_TXT_001316,Shrian Suit,Robe Astrale (F)
PROPITEM_TXT_001318,Shrian Gauntlets,Gants Astraux (F)
PROPITEM_TXT_001320,Shrian Boots,Mules Astrales (F)
PROPITEM_TXT_001322,Navil Helmet,Couronne Épique (G)
PROPITEM_TXT_001324,Navil Suit,Robe Épique (G)
PROPITEM_TXT_001326,Navil Gauntlets,Gants Épiques (G)
PROPITEM_TXT_001328,Navil Boots,Mules Épiques (G)
PROPITEM_TXT_001330,Neclus Helmet,Couronne Épique (F)
PROPITEM_TXT_001332,Neclus Suit,Robe Épique (F)
PROPITEM_TXT_001334,Neclus Gauntlets,Gants Épiques (F)
PROPITEM_TXT_001336,Neclus Boots,Mules Épiques (F)
PROPITEM_TXT_001338,Alext Helmet,Coiffe Illustre (G)
PROPITEM_TXT_001340,Alext Suit,Pectoral Illustre (G)
PROPITEM_TXT_001342,Alext Gauntlets,Garde-mains Illustres (G)
PROPITEM_TXT_001344,Alext Boots,Chaussures Illustres (G)
PROPITEM_TXT_001346,Ales Helmet,Coiffe Illustre (F)
PROPITEM_TXT_001348,Ales Suit,Pectoral Illustre (F)
PROPITEM_TXT_001350,Ales Gauntlets,Garde-mains Illustres (F)
PROPITEM_TXT_001352,Ales Boots,Chaussures Illustres (F)
PROPITEM_TXT_001354,Akent Helmet,Coiffe Astrale (G)
PROPITEM_TXT_001356,Akent Suit,Pectoral Astral (G)
PROPITEM_TXT_001358,Akent Gauntlets,Garde-mains Astrales (G)
PROPITEM_TXT_001360,Akent Boots,Chaussures Astrales (G)
PROPITEM_TXT_001362,Aken Helmet,Coiffe Astrale (F)
PROPITEM_TXT_001364,Aken Suit,Pectoral Astral (F)
PROPITEM_TXT_001366,Aken Gauntlets,Garde-mains Astrales (F)
PROPITEM_TXT_001368,Aken Boots,Chaussures Astrales (F)
PROPITEM_TXT_001370,Rody Helmet,Coiffe Épique (G)
PROPITEM_TXT_001372,Rody Suit,Pectoral Épique (G)
PROPITEM_TXT_001374,Rody Gauntlets,Garde-mains Épiques (G)
PROPITEM_TXT_001376,Rody Boots,Chaussures Épiques (G)
PROPITEM_TXT_001378,Rodey Helmet,Coiffe Épique (F)
PROPITEM_TXT_001380,Rodey Suit,Pectoral Épique (F)
PROPITEM_TXT_001382,Rodey Gauntlets,Garde-mains Épiques (F)
PROPITEM_TXT_001384,Rodey Boots,Chaussures Épiques (F)
PROPITEM_TXT_001386,Ropang Helmet,Chapeau Illustre (G)
PROPITEM_TXT_001388,Ropang Suit,Pourpoint Illustre (G)
PROPITEM_TXT_001390,Ropang Gauntlets,Poignes Illustres (G)
PROPITEM_TXT_001392,Ropang Boots,Chausses Illustres (G)
PROPITEM_TXT_001394,Roshel Helmet,Chapeau Illustre (F)
PROPITEM_TXT_001396,Roshel Suit,Pourpoint Illustre (F)
PROPITEM_TXT_001398,Roshel Gauntlets,Poignes Illustres (F)
PROPITEM_TXT_001400,Roshel Boots,Chausses Illustres (F)
PROPITEM_TXT_001402,Geniun Helmet,Chapeau Astral (G)
PROPITEM_TXT_001404,Geniun Suit,Pourpoint Astral (G)
PROPITEM_TXT_001406,Geniun Gauntlets,Poignes Astrales (G)
PROPITEM_TXT_001408,Geniun Boots,Chausses Astrales (G)
PROPITEM_TXT_001410,Gynas Helmet,Chapeau Astral (F)
PROPITEM_TXT_001412,Gynas Suit,Pourpoint Astral (F)
PROPITEM_TXT_001414,Gynas Gauntlets,Poignes Astrales (F)
PROPITEM_TXT_001416,Gynas Boots,Chausses Astrales (F)
PROPITEM_TXT_001418,Mekatro Helmet,Chapeau Épique (G)
PROPITEM_TXT_001420,Mekatro Suit,Pourpoint Épique (G)
PROPITEM_TXT_001422,Mekatro Gauntlets,Poignes Épiques (G)
PROPITEM_TXT_001424,Mekatro Boots,Chausses Épiques (G)
PROPITEM_TXT_001426,Mekaron Helmet,Chapeau Épique (F)
PROPITEM_TXT_001428,Mekaron Suit,Pourpoint Épique (F)
PROPITEM_TXT_001430,Mekaron Gauntlets,Poignes Épiques (F)
PROPITEM_TXT_001432,Mekaron Boots,Chausses Épiques (F)
PROPITEM_TXT_001434,Myuran Helmet,Couvre-chef Illustre (G)
PROPITEM_TXT_001436,Myuran Suit,Grande Tenue Illustre (G)
PROPITEM_TXT_001438,Myuran Gauntlets,Torsades Illustres (G)
PROPITEM_TXT_001440,Myuran Boots,Bottines Illustres (G)
PROPITEM_TXT_001442,Myurian Helmet,Couvre-chef Illustre (F)
PROPITEM_TXT_001444,Myurian Suit,Grande Tenue Illustre (F)
PROPITEM_TXT_001446,Myurian Gauntlets,Torsades Illustres (F)
PROPITEM_TXT_001448,Myurian Boots,Bottines Illustres (F)
PROPITEM_TXT_001450,Elder Helmet,Couvre-chef Astral (G)
PROPITEM_TXT_001452,Elder Suit,Grande Tenue Astrale (G)
PROPITEM_TXT_001454,Elder Gauntlets,Torsades Astrales (G)
PROPITEM_TXT_001456,Elder Boots,Bottines Astrales (G)
PROPITEM_TXT_001458,Ellean Helmet,Couvre-chef Astral (F)
PROPITEM_TXT_001460,Ellean Suit,Grande Tenue Astrale (F)
PROPITEM_TXT_001462,Ellean Gauntlets,Torsades Astrales (F)
PROPITEM_TXT_001464,Ellean Boots,Bottines Astrales (F)
PROPITEM_TXT_001466,Shabel Helmet,Couvre-chef Épique (G)
PROPITEM_TXT_001468,Shabel Suit,Grande Tenue Épique (G)
PROPITEM_TXT_001470,Shabel Gauntlets,Torsades Épiques (G)
PROPITEM_TXT_001472,Shabel Boots,Bottines Épiques (G)
PROPITEM_TXT_001474,Shurian Helmet,Couvre-chef Épique (F)
PROPITEM_TXT_001476,Shurian Suit,Grande Tenue Épique (F)
PROPITEM_TXT_001478,Shurian Gauntlets,Torsades Épiques (F)
PROPITEM_TXT_001480,Shurian Boots,Bottines Épiques (F)
PROPITEM_TXT_001482,Coron Helmet,Casque Coron
PROPITEM_TXT_001484,Mythic Helmet,Casque Mythique
PROPITEM_TXT_001486,Rale Helmet,Casque Rale
PROPITEM_TXT_001488,Fortune Helmet,Casque Fortune
PROPITEM_TXT_001490,Mars Helmet,Casque Mas
PROPITEM_TXT_001492,Valor Helmet,Casque Glorieux
PROPITEM_TXT_001494,Crescent Helmet,Casque Crescent
PROPITEM_TXT_001496,Vigor Helmet,Casque Vigueur
PROPITEM_TXT_001498,Neptune Helmet,Casque Neptune
PROPITEM_TXT_001500,Beast Helmet,Casque Bestial
PROPITEM_TXT_001502,Leo Helmet,Casque Leo
PROPITEM_TXT_001504,Koon Helmet,Casque Koon
PROPITEM_TXT_001506,Hail Helmet,Casque Hail
PROPITEM_TXT_001508,Hodr Helmet,Casque Hodr
PROPITEM_TXT_001510,Silyn Helmet,Casque Silyn
PROPITEM_TXT_001512,Keimay Helmet,Casque Keimay
PROPITEM_TXT_001514,Eldine Helmet,Casque Eldine
PROPITEM_TXT_001516,Rukips Helmet,Casque Rukips
PROPITEM_TXT_001518,Goldygun Helmet,Casque Orygun
PROPITEM_TXT_001520,Godchent Helmet,Casque Divino
PROPITEM_TXT_001522,Inferm Helmet,Casque Infermos
PROPITEM_TXT_001524,Revantu Helmet,Casque Revantu
PROPITEM_TXT_001526,Drac Helmet,Casque Drac
PROPITEM_TXT_001528,Gricky Helmet,Casque Gricky
PROPITEM_TXT_001530,Blackine Helmet,Casque Darkane
PROPITEM_TXT_001532,Darkbin Helmet,Casque Darkin
PROPITEM_TXT_001534,Seplint Helmet,Casque Seibide
PROPITEM_TXT_001536,Nipedot Helmet,Casque Nipedot
PROPITEM_TXT_001538,Redikyon Helmet,Casque Harlekisk
PROPITEM_TXT_001540,Saremender Helmet,Casque Salamandre
PROPITEM_TXT_001542,Linc Helmet,Casque Linque
PROPITEM_TXT_001544,Huedom Helmet,Casque Arachois
PROPITEM_TXT_001546,Ankpy Helmet,Casque Akader
PROPITEM_TXT_001548,Labon Helmet,Casque Layon
PROPITEM_TXT_001550,Blue Helmet,Casque Bleu
PROPITEM_TXT_001552,Swift Helmet,Casque Swift
PROPITEM_TXT_001554,Porin Helmet,Casque Pourin
PROPITEM_TXT_001556,Force Helmet,Casque Puissance
PROPITEM_TXT_001558,Suna Helmet,Casque Suna
PROPITEM_TXT_001560,Grace Helmet,Casque Grâce
PROPITEM_TXT_001562,Kimbel Helmet,Casque Kibois
PROPITEM_TXT_001564,Gorgeous Helmet,Casque Magnifik
PROPITEM_TXT_001566,Hera Helmet,Casque Hera
PROPITEM_TXT_001568,Daisy Helmet,Casque Dasy
PROPITEM_TXT_001570,Masha Helmet,Casque Masha
PROPITEM_TXT_001572,Prato Helmet,Casque Prasko
PROPITEM_TXT_001574,Nisrock Helmet,Casque Nisrock
PROPITEM_TXT_001576,Shuema Helmet,Casque Shuema
PROPITEM_TXT_001578,Silvein Helmet,Casque Silvein
PROPITEM_TXT_001580,Keriphis Helmet,Casque Keriphis
PROPITEM_TXT_001582,Egofin Helmet,Casque Egofin
PROPITEM_TXT_001584,Rufoen Helmet,Casque Rufoen
PROPITEM_TXT_001586,Goldynine Helmet,Casque Oryneuf
PROPITEM_TXT_001588,Godvean Helmet,Casque Dieuxora
PROPITEM_TXT_001590,Infereino Helmet,Casque Inferno
PROPITEM_TXT_001592,Redios Helmet,Casque Écarlate
PROPITEM_TXT_001594,Dranjem Helmet,Casque Dranjem
PROPITEM_TXT_001596,Greynis Helmet,Casque Greynis
PROPITEM_TXT_001598,Blcore Helmet,Casque Brunchis
PROPITEM_TXT_001600,Darkomet Helmet,Casque Darkomet
PROPITEM_TXT_001602,Seyer Helmet,Casque Seyer
PROPITEM_TXT_001604,Nirufy Helmet,Casque Nirufy
PROPITEM_TXT_001606,Redil Helmet,Casque Redil
PROPITEM_TXT_001608,Saryeve Helmet,Casque Saryeve
PROPITEM_TXT_001610,Linueto Helmet,Casque Linueto
PROPITEM_TXT_001612,Huaris Helmet,Casque Huaris
PROPITEM_TXT_001614,Ankyoness Helmet,Casque Akolistre
PROPITEM_TXT_001616,Lavkeon Helmet,Casque Lavkeon
PROPITEM_TXT_001618,Skenic Helmet,Casque Skenic
PROPITEM_TXT_001620,Syner Helmet,Casque Syner
PROPITEM_TXT_001622,Porein Helmet,Casque Porein
PROPITEM_TXT_001624,Vilet Helmet,Casque Vilet
PROPITEM_TXT_001626,Xia Helmet,Casque Xia
PROPITEM_TXT_001628,Phrinde Helmet,Casque Phrinde
PROPITEM_TXT_001630,Netro Helmet,Casque Netro
PROPITEM_TXT_001632,Fethertin Helmet,Casque Fethertin
PROPITEM_TXT_001634,Incein Helmet,Casque Incein
PROPITEM_TXT_001636,Redble Helmet,Casque Redible
PROPITEM_TXT_001638,Muskit Helmet,Casque Muskit
PROPITEM_TXT_001640,Touflak Helmet,Casque Toufeu
PROPITEM_TXT_001642,Tornedo Helmet,Casque Tornadon
PROPITEM_TXT_001644,Silven Helmet,Casque Silvois
PROPITEM_TXT_001646,Vaen Helmet,Casque Vaneron
PROPITEM_TXT_001648,Henen Helmet,Casque Henen
PROPITEM_TXT_001650,Loonde Helmet,Casque Loondelois
PROPITEM_TXT_001652,Rokai Helmet,Casque Rignasam
PROPITEM_TXT_001654,Arolen Helmet,Casque Arolen
PROPITEM_TXT_001656,Spacon Helmet,Casque Spacon
PROPITEM_TXT_001658,Derian Helmet,Casque Derian
PROPITEM_TXT_001660,Decasron Helmet,Casque Decasron
PROPITEM_TXT_001662,Cryan Helmet,Casque Cryan
PROPITEM_TXT_001664,Claien Helmet,Casque Claien
PROPITEM_TXT_001666,Frin Helmet,Casque Frin
PROPITEM_TXT_001668,Grantus Helmet,Casque Grantus
PROPITEM_TXT_001670,Paker Helmet,Casque Jasmois
PROPITEM_TXT_001672,Geiler Helmet,Casque Geiler
PROPITEM_TXT_001674,Pavinu Helmet,Casque Pavinus
PROPITEM_TXT_001676,Ruisil Helmet,Casque Ruisilin
PROPITEM_TXT_001678,Momorati Helmet,Casque Momorati
PROPITEM_TXT_001680,Mithril Helmet,Casque Mithril
PROPITEM_TXT_001682,Puridin Helmet,Casque Puridin
PROPITEM_TXT_001684,Branto Helmet,Casque Branton
PROPITEM_TXT_001686,Skient Helmet,Casque Cieltre
PROPITEM_TXT_001688,Syanto Helmet,Casque Syanto
PROPITEM_TXT_001690,Poineotic Helmet,Casque Poineotic
PROPITEM_TXT_001692,Vaindiec Helmet,Casque Vaindiec
PROPITEM_TXT_001694,Xiponic Helmet,Casque Xiponic
PROPITEM_TXT_001696,Phiatoic Helmet,Casque Phiatoic
PROPITEM_TXT_001698,Nerdian Helmet,Casque Nerdian
PROPITEM_TXT_001700,Ferbain Helmet,Casque Ferbain
PROPITEM_TXT_001702,Indics Helmet,Casque Indics
PROPITEM_TXT_001704,Reandetal Helmet,Casque Reandetal
PROPITEM_TXT_001706,Muruen Helmet,Casque Muruen
PROPITEM_TXT_001708,Touthyeto Helmet,Casque Touthyeto
PROPITEM_TXT_001710,Tohen Helmet,Casque Tohen
PROPITEM_TXT_001712,Silusia Helmet,Casque Silusia
PROPITEM_TXT_001714,Vilyet Helmet,Casque Vilyet
PROPITEM_TXT_001716,Heintis Helmet,Casque Heintis
PROPITEM_TXT_001718,Luanys Helmet,Casque Luanys
PROPITEM_TXT_001720,Rokhantia Helmet,Casque Rokhantia
PROPITEM_TXT_001722,Aros Helmet,Casque Aros
PROPITEM_TXT_001724,Spimel Helmet,Casque Spimel
PROPITEM_TXT_001726,Jillian Helmet,Casque Jillian
PROPITEM_TXT_001728,Merian Helmet,Casque Merian
PROPITEM_TXT_001730,Cryon Helmet,Casque Cryon
PROPITEM_TXT_001732,Violin Helmet,Casque Violin
PROPITEM_TXT_001734,Fropnear Helmet,Casque Fropnear
PROPITEM_TXT_001736,Grentio Helmet,Casque Grentio
PROPITEM_TXT_001738,Paykinic Helmet,Casque Paykinic
PROPITEM_TXT_001740,Gesanan Helmet,Casque Gesanan
PROPITEM_TXT_001742,Pabalti Helmet,Casque Pabalti
PROPITEM_TXT_001744,Luses Helmet,Casque Lusequer
PROPITEM_TXT_001746,Lassithi Helmet,Casque Lassithi
PROPITEM_TXT_001748,Rhenia Helmet,Casque Rhenia
PROPITEM_TXT_001750,Suridin Helmet,Casque Suridin
PROPITEM_TXT_001752,Hania Helmet,Casque Hania
PROPITEM_TXT_001754,Cude Helmet,Casque Cude
PROPITEM_TXT_001756,Breeze Helmet,Casque Brise
PROPITEM_TXT_001758,Tiz Helmet,Casque Tiz
PROPITEM_TXT_001760,Gale Helmet,Casque Gale
PROPITEM_TXT_001762,Nark Helmet,Casque Nark
PROPITEM_TXT_001764,Storm Helmet,Casque Tempête
PROPITEM_TXT_001766,Phantom Helmet,Casque Fantôme
PROPITEM_TXT_001768,Cloud Helmet,Casque Nuageux
PROPITEM_TXT_001770,Ocean Helmet,Casque Océan
