Key,English,Italian
UI_QUEST_REWARDS,Reward List,Elenco Ricompense
UI_QUEST_CONDITIONS,Quest Condition,Condizione della Missione
UI_QUEST_GOLD1,Penya: %d,Penya: %d
UI_QUEST_GOLD2,Penya: %d~%d,Penya: %d~%d
UI_QUEST_GOLD3,Penya: ????,Penya: ????
UI_QUEST_EXP1,Experience Gained.,Esperienza acquisita.
UI_QUEST_EXP2,Experience: %.2f%%,Esperienza: %.2f%%
UI_QUEST_EXP_COUPLE,Couple Experience: %.2f%%,Esperienza di Coppia: %.2f%%
UI_QUEST_SKILLPOINT,Skill points,Punti Abilità
UI_QUEST_INVENTORYSLOT1,Inventory Space,Spazio nell'Inventario
UI_QUEST_INVENTORYSLOT2,Inventory Space: %d,Spazio nell'Inventario: %d
UI_QUEST_MODIFY_KARMA1,Collected Karma Point: %d,Punti Karma Raccolti: %d
UI_QUEST_MODIFY_KARMA2,Collected Karma Point: ????,Punti Karma Raccolti: ????
UI_QUEST_ADD_KARMA1,Added Karma Point: %d,Punti Karma Aggiunti: %d
UI_QUEST_ADD_KARMA2,Added Karma Point: ????,Punti Karma Aggiunti: ????
UI_QUEST_ITEM1,Item: %s(%d),Oggetto: %s(%d)
UI_QUEST_ITEM2,Item: ????,Oggetto: ????
UI_QUEST_COND_COMPLETED,Quest completed.,Missione completato.
UI_QUEST_LIMIT_TIME,Time Left: #b%d minutes#nb,Tempo rimanente: #b%d minuti#nb
UI_QUEST_LIMIT_TIMEOUT,#bYou exceeded the time limit#nb,#bHai superato il limite di tempo#nb
UI_QUEST_KILL_NPC,Defeat %s #cffc32f07#b%d/%d#nb#nc,Sconfiggi %s #cffc32f07#b%d/%d#nb#nc
UI_QUEST_ITEM,%s #cffc32f07#b%d/%d#nb#nc,%s #cffc32f07#b%d/%d#nb#nc
UI_QUEST_PATROL,%s Search,%s Cerca
UI_QUEST_COMPLETE_TEXT,[Complete],[Completato]
UI_QUEST_NODISGUISE,Transformed into a human,Trasformato in un essere umano
UI_QUEST_DISGUISE,Transformed into %s,Trasformato in %s
UI_QUEST_SKILLLVL,%s Skill Level #b(%d/%d)#nb,Livello di Abilità %s #b(%d/%d)#nb
UI_QUEST_KARMA_POINT,Karma Point #b(%d %s %d)#nb,Karma Point #b(%d %s %d)#nb
UI_QUEST_PARTY_SOLO,Going solo,Andare da solo
UI_QUEST_PARTY,Create party,Crea Gruppo
UI_QUEST_PARTY_LEADER,Party Leader,Capo di Gruppo
UI_QUEST_PARTY_MEMBER,Non-Party Leader,Capo non Appartenente al Gruppo
UI_QUEST_PARTY_NUM,Number of Party Members #b(%d %s %d)#nb,Number of Party Members #b(%d %s %d)#nb
UI_QUEST_PARTY_LEADER_NUM,"Party Leader, Number of Party Members #b(%d %s %d)#nb","Leader del partito, numero di membri del partito #b(%d %s %d)#nb"
UI_QUEST_PARTY_MEMBER_NUM,"Non-Party Leader, Number of Party Members #b(%d %s %d)#nb","Leader non appartenente al partito, numero di membri del partito #b(%d %s %d)#nb"
UI_QUEST_GUILD_SOLO,Non-Guild Mode,Modalità Non Gilda
UI_QUEST_GUILD,Create Guild,Crea Gilda
UI_QUEST_GUILD_LEADER,Guild Leader,Capo gilda
UI_QUEST_GUILD_MEMBER,Non-Guild Leader,Capo non Appartenente alla Gilda
UI_QUEST_GUILD_NUM,Number of Guild Members #b(%d %s %d)#nb,Numero di membri della gilda #b(%d %s %d)#nb
UI_QUEST_GUILD_LEADER_NUM,"Guild Leader, Number of Guild Members #b(%d %s %d)#nb","Capo gilda, numero di membri della gilda #b(%d %s %d)#nb"
UI_QUEST_GUILD_MEMBER_NUM,"Non-Guild Leader, Number of Guild Members #b(%d %s %d)#nb","Non capo della gilda, numero di membri della gilda #b(%d %s %d)#nb"
UI_QUEST_CHAOTIC1,You became a criminal.,Sei diventato un criminale.
UI_QUEST_CHAOTIC2,You have been acquitted of your crimes.,Sei stato assolto dai tuoi crimini.
UI_QUEST_DIALOG,Chat with #cff78e12f%s#nc,Chat con #cff78e12f%s#nc
UI_QUEST_DESTINATION,#bMeet #cff78e12f%s#nc#nb,#bContra #cff78e12f%s#nc#nb
UI_QUEST_CANCEL_CONFIRM,Are you going to cancel the quest?,Hai intenzione di annullare la missione?
UI_CONFIRMATION,Confirmation,Conferma
UI_QUEST_DESTINATION_TITLE,Destination,Destinazione
UI_MSGBOX_INFO,Information,Informazioni
UI_OPTION_UIALPHA,Opacity,Opacità
UI_QUESTGOAL,Quest Goal,Obiettivo della Missione
UI_GUILD_TAB_INFO,Info,Info
UI_GUILD_TAB_MEMBER,Members,Membri
UI_GUILD_TAB_GRADE,Titles,Titoli
UI_GUILD_TAB_WAR,Guild Duel,Duello tra Gilde
UI_GUILD_NAME,Name:,Nome:
UI_GUILD_NAME_BUTTON,Name,Nome
UI_GUILD_MASTER,Master:,Maestro:
UI_GUILD_EXP,Exp:,Exp:
UI_GUILD_PENYA,Penya:,Penya:
UI_GUILD_LEVEL,Level:,Livello:
UI_GUILD_MEMBER,Members:,Membri:
UI_GUILD_DISCORD_TIP,Join the Guild Discord.,Entra nel Discord della Gilda.
UI_GUILD_LOGO,Logo:,Logo:
UI_GUILD_LOGO_BUTTON,Logo,Logo
UI_GUILD_NOTICE,Notice,Avviso
UI_GUILD_DISMISS,Dismiss,Ignora
UI_GUILD_NOTICE_TIP,Set your guild's notice.,Imposta l'avviso della tua gilda.
UI_GUILD_LOGO_TIP,Change your guild's logo.,Cambia il logo della tua gilda.
UI_GUILD_NAME_TIP,This establishes your guild's name. It can be done only once.,Questo stabilisce il nome della tua gilda. Può essere fatto solo una volta.
UI_GUILD_DISMISS_TIP,"Disband your guild. Be careful, there's no going back!","Sciogli la tua gilda. Attenzione, non si può tornare indietro!"
UI_GUILDNAME_ENTER,Enter Guild Name,Inserisci il nome della gilda
UI_GUILDNAME_TITLE,Guild Name Setup,Impostazione del nome della gilda
UI_GUILDNOTICE_TITLE,Guild Notice Setup,Impostazione degli avvisi della gilda
UI_GUILDNOTICESEARCH_TITLE,Guild Search Notice Setup,Impostazione degli avvisi di ricerca della gilda
UI_GUILDNOTICE_NEW,New,Nuovo
UI_GUILDNOTICE_SAVE,Save,Salvav
UI_GUILDNOTICE_NEW_TIP,Write new Guild Notice.,Scrivi nuovo Avvisso della Gilda
UI_GUILDNOTICE_SAVE_TIP,"Open the Notice, and send it to other characters.",Apri l'avviso e invialo agli altri personaggi.
UI_GUILDLOGO_TITLE,Guild Logo Setup,Configurazione logo gilda
UI_GUILDDISMISS_TITLE,Disband Guild Confirmation,Conferma dello Scioglimento della Gilda
UI_GUILDDISMISS_CONFIRM,"Do you want to disband the guild? Keep in mind that if your guild owns a house, you will lose ownership of the guild house as well.","Vuoi sciogliere la gilda? Tieni presente che se la tua gilda possiede una casa, perderai anche la proprietà della casa della gilda."
UI_GUILD_PAY,Salary,Stipendio
UI_GUILD_PAY_SETUP,Setup,Configurazione
UI_GUILD_GRADE_MEMBER,Members,Membri
UI_GUILD_POWERS,Powers,Poteri
UI_GUILD_POWER_TITLE,Title,Titolo
UI_GUILD_POWER_RANK,Rank,Grado
UI_GUILD_POWER_JOIN,Join,Unisciti
UI_GUILD_POWER_ITEM,Item,Oggetto
UI_GUILD_POWER_PENYA,Penya,Penya
UI_GUILD_POWER_SPECTATE,Spectate,Spettatore
UI_GUILD_POWER_TIP,Apply Settings,Applica impostazioni
UI_GUILD_POWER_SAVE,Save,Salva
UI_GUILD_PAY_TIP,Set %s pay.(It will be paid at 00:00 automatically),Imposta %s paga. (Verrà pagato automaticamente alle 00:00)
UI_GUILDPAY_TITLE,Setup Pay per Title,Impostazione Pagamento per titolo
UI_GUILDPAY_MESSAGE,What amount will you set for payment?,Quale importo desideri impostare per il pagamento?
UI_GUILDPAY_AMOUNT,Amount,Importo
UI_GUILD_GRADE,Title,Titolo
UI_GUILD_ALIAS,Nickname,Soprannome
UI_GUILD_APPELATION_UP,Promote Member,Promuovi membro
UI_GUILD_APPELATION_DOWN,Demote Member,Retrocedi membro
UI_GUILD_CLASS_UP,Class Up,Promuovi di classe
UI_GUILD_CLASS_DOWN,Class Down,Retrocedi di classe
UI_GUILD_CREATE_ALIAS,Create Nickname,Crea soprannome
UI_GUILD_LEAVE,Leave Guild,Lascia gilda
UI_GUILD_TRANSFER_LEADER,Promote to Guild Master,Promuovi a Maestro della Gilda
UI_GUILDALIAS_TITLE,Setup Guild Title,Imposta titolo della Gilda
UI_GUILDALIAS_ENTER,Enter Title,Inserisci titolo
UI_GUILDINVITE_TITLE,Invite to Guild,Invita nella Gilda
UI_GUILDINVITE_QUESTION,%s invites you to join the guild %s. Do you accept?,%s ti invita a entrare nella gilda %s. Accetti?
UI_GUILD_JOINQUESTION,%s wants to join your guild. Do you accept?,%s vuole entrare nella tua gilda. Accetti?
UI_GUILDBANK_TITLE,Guild Safebox,Cassaforte della Gilda
UI_GUILDBANK_SUPPORT,Support,Supporto
UI_GUILDBANK_CLOAK,Cloak,Mantello
UI_GUILDBANK_ITEM,Item,Oggetto
UI_GUILDMERIT_TITLE,Guild Contributing,Contributo della gilda
UI_GUILDMERIT_QUESTITEMS,Quest Items,Oggetti Missioni
UI_GUILDMERIT_PENYA,Penya,Penya
UI_GUILDCOMBATBOARD_TITLE,Guild Siege Information,Informazioni sull'assedio della gilda
UI_GUILDBANKLOG_TITLE,Guild Bank Log,Registro della banca della gilda
UI_GUILDBANKLOG_ADDITEM,Add Item,Aggiungi oggetto
UI_GUILDBANKLOG_REMOVEITEM,Remove Item,Rimuovi oggetto
UI_GUILDBANKLOG_ADDGOLD,Deposit Penya,Deposita Penya
UI_GUILDBANKLOG_REMOVEGOLD,Withdraw Penya,Preleva Penya
UI_GUILDBANKLOG_ADDITEM_FORMAT,Add,Aggiungi
UI_GUILDBANKLOG_REMOVEITEM_FORMAT,Remove,Rimuovi
UI_GUILDBANKLOG_ADDGOLD_FORMAT,Deposit Penya,Deposita Penya
UI_GUILDBANKLOG_REMOVEGOLD_FORMAT,Withdraw Penya,Preleva Penya
UI_MOVEPENYA_TITLE,Transfer Penya,Trasferisci Penya
UI_MOVEPENYA_QUESTION,How many do you want to move?,Quanti ne vuoi spostare?
UI_MOVEPENYA_INPUT,Penya:,Penya:
UI_GUILDRANK_TITLE_GUILD,Guild Ranking,Classifica delle Gilde
UI_GUILDRANK_TITLE_INFO,Other Ranking,Altre Classifiche
UI_GUILDRANK_TITLE_WAR,Guild Duel Ranking,Classifica dei duelli tra gilde
UI_GUILDRANK_TAB_WAR_WIN,Most Wins,Maggior numero di vittorie
UI_GUILDRANK_TAB_WAR_LOSE,Most Losses,Maggior numero di sconfitte
UI_GUILDRANK_TAB_WAR_GIVEUP,Most Surrenders,Maggior numero di arrendimenti
UI_GUILDRANK_TAB_INFO_LEVEL,Highest Guild Level,Livello più alto della gilda
UI_GUILDRANK_TAB_INFO_PLAYTIME,Longest Playtime,Tempo di gioco più lungo
UI_GUILDRANK_TAB_GUILD_BEST,Best Guild,Migliore gilda
UI_GUILDRANK_TAB_GUILD_UNITED,Best Guild of Unity,Migliore gilda di unità
UI_GUILDRANK_TAB_GUILD_PENYA,Richest Guild,Gilda più ricca
UI_GUILDRANK_RANKING,Ranking,Classifica
UI_GUILDRANK_GUILDNAME,Guild Name,Nome della gilda
UI_GUILDRANK_LEADERNAME,Master Name,Nome del maestro
UI_GUILDRANK_WINLOSE,Win / Lose,Vittorie / Sconfitte
UI_GUILDRANK_AVGLEVEL,Average Level,Livello medio
UI_GUILD_WAR_DECLARE,Duel,Duello
UI_GUILD_WAR_PEACE,Peace,Pace
UI_GUILD_WAR_GIVEUP,Give Up,Rinuncia
UI_GUILD_WAR_NAME,Guild Name:,Nome della gilda:
UI_GUILD_WAR_LOGO,Guild Logo:,Logo della gilda:
UI_GUILD_WAR_WON,Won:,Vittorie: Gilda più ricca
UI_GUILD_WAR_LOST,Lost:,Perso:
UI_GUILD_WAR_GAVEUP,Gave Up:,Abbandonato:
UI_GUILD_WAR_TIMELEFT,Time Left:,Tempo rimanente:
UI_OPTION_THEME,Theme,Tema
UI_HOME_PROLOGUE,Prologue,Prologo
UI_SKILL_PLUS_TIP,Upgrade Skill Level,Aumenta il livello abilità
UI_SKILL_MAX_TIP,Maximize Skill Level,Massimizza il livello abilità
UI_SKILL_MINUS_TIP,Downgrade Skill Level,Riduci il livello abilità
UI_SKILL_RESET,Reset,Reimposta
UI_SKILL_RESET_TIP,Redistribute skill point (Skill Point used is unavailable.),Ridistribuisci punti abilità (i punti abilità utilizzati non sono disponibili).
UI_SKILL_SAVE,Finish,Fine
UI_SKILL_SAVE_TIP,Skill Point is distributed by pressing + or – button.,I punti abilità vengono distribuiti premendo il pulsante + o -.
UI_SKILL_POINTS,Skill Points,Punti abilità
UI_WARNING,Warning,Avviso
UI_SKILL_CONFIRM_QUESTION,Confirm changes to skill points?,Confermare le modifiche ai punti abilità?
UI_OPTION_VIBRATIONS,Vibrations,Vibrazioni
UI_INVENTORY_SORT,Sort Item,Ordina oggetto
UI_ITEM_DURATION_TITLE,Item Duration,Durata oggetto
UI_ITEM_DURATION_TIME_LEFT,Time Left,Tempo rimanente
UI_QUERY_EQUIP_TITLE,View,Visualizza
UI_OPTION_EQUIP_VIEW,Equipment View,Visualizza equipaggiamento
UI_OPTION_DUEL_REQUESTS,Duel Requests,Richieste duello
UI_OPTION_DUEL_BETS,Duel Bets,Scommesse duello
UI_TRADE_TITLE,Trade,Scambio
UI_TRADE_PENYA,Penya,Penya
UI_DROP_FILTER_TITLE,Pick Up Pet,Compagno Raccoglitore
UI_DROP_FILTER_SETTINGS,Pick Up item settings,Raccogli Oggetto Impostazioni
UI_DROP_FILTER_CAT_EQUIPMENT,Equipment,Equipaggiamento
UI_DROP_FILTER_0,Weapons,Armi
UI_DROP_FILTER_1,Armor,Armatura
UI_DROP_FILTER_2,Accessory,Accessorio
UI_DROP_FILTER_3,Power Dice,Dadi Potere
UI_DROP_FILTER_4,Mineral,Minerale
UI_DROP_FILTER_5,Element Card,Carta Elemento
UI_DROP_FILTER_6,Socket Card,Carta Presa
UI_DROP_FILTER_7,Quest,Missione
UI_DROP_FILTER_8,Booty,Bottino
UI_DROP_FILTER_CAT_MATERIAL,Material ,Materiale 
UI_DROP_FILTER_9,Food,Cibo
UI_DROP_FILTER_10,FP Potion,Pozione FP
UI_DROP_FILTER_11,Buff,Buff
UI_DROP_FILTER_12,Pet,Compagno
UI_DROP_FILTER_13,Etc...,Etc...
UI_DROP_FILTER_CAT_ETC,Etc,Etc
UI_DROP_FILTER_14,Common,Comune
UI_DROP_FILTER_15,Uncommon,Non comune
UI_DROP_FILTER_16,Rare & Higher,Raro e superiore
UI_DROP_FILTER_17,Uncommon & Higher,Non comune e superiore
UI_DROP_FILTER_19,MP Potion,Pozione MP
UI_DROP_FILTER_APPLY,Apply,Applica
UI_TOOLTIP_ITEMTIME,Time Left:,Tempo rimanente:
UI_TOOLTIP_USE,Use: %s,Usa: %s
UI_TOOLTIP_PERMANENTTIME,No Time Limit,Nessun Limite del Tempo
UI_TOOLTIP_COOLTIME,Waiting Time for reuse: %.2d:%.2d,Tempo di attesa per il riutilizzo: %.2d:%.2d
UI_RESURRECTION_TITLE,Resurrection Confirm,Confirma Resurezzione
UI_RESURRECTION_MESSAGE,Another player is trying to resurrect you (skill level %d). Do you want to be resurrected?,Un altro giocatore sta cercando di resuscitarvi (livello di abilità %d). Volete essere resuscitati?
UI_TOOLTIP_EQUIPSET,Set Effect,Effetto Set
UI_TOOLTIP_BLOCKRATE,Block,Blocco
UI_OPTION_FIELDVIEW_AUTO,Auto,Auto
UI_OPTION_FIELDVIEW_HIGH,High,Alto
UI_OPTION_FIELDVIEW_VERYHIGH,Very High,Molto Alto
UI_OPTION_FIELDVIEW_MEDIUM,Medium,Medio
UI_OPTION_FIELDVIEW_LOW,Low,Bassa
UI_OPTION_FIELDVIEW_VERYLOW,Very Low,Molta Bassa
UI_OPTION_FIELDVIEW,View,Visualizza
UI_OPTION_FIELDVIEW_EXTREME,Extreme,Estrema
UI_OPTION_COLORBLIND_1,Protanopia,Protanopia
UI_OPTION_COLORBLIND_2,Deutranopia,Deutranopia
UI_OPTION_COLORBLIND_3,Tritanopia,Tritanopia
UI_OPTION_RENDERSCALE,Resolution,Risoluzione
UI_OPTION_FOV,FoV,FoV
UI_OPTION_FOV_TIP,Field of View,Campi visivo
UI_OPTION_ADVANCEDSFX,Special Effects,Effetti Speciali
UI_INFO_PANG_TUTORIAL,Tutorial,Tutorial
UI_INFO_PANG_NEXT,Next,Successivo
UI_INFO_PANG_DONE,Done,Fatto
UI_INFO_PANG_GOTIT,Got it,Va bene
UI_INFO_PANG_CHECKTHELIST,Check the List,Verifica l'Elenco
UI_TUTORIAL_LIST_TITLE,Tutorial,Tutorial
UI_DROP_ITEM_CONFIRM,Really drop this item?,Vuoi davvero abbandonare questo oggetto?
UI_PRIVATE_SHOP_NAME,Shop Name,Nome del Negozio
UI_PRIVATE_SHOP_LIST,Sale List,Elenco delle Vendite
UI_PRIVATE_SHOP_RESET,Reset,Reimposta
UI_PRIVATE_SHOP_CHAT,Chat,Chat
UI_PRIVATE_SHOP_SELL_TITLE,Sell Item Registration,Registrazione Oggetto in Vendita
UI_PRIVATE_SHOP_QUANTITY,Quantity,Quantità
UI_PRIVATE_SHOP_UNIT_PRICE,Unit price,Prezzo Unitario
UI_PRIVATE_SHOP_OPEN,Will you open your shop?,Aprirai il tuo negozio?
UI_PRIVATE_SHOP_CLOSE,Will you close your shop?,Chiuderai il tuo negozio?
UI_PERSONAL_SHOP_TITLE,%s's Private Shop,Negozio Privato di %s
UI_PRIVATE_SHOP_BUY_TITLE,Buy Item,Compra Oggetto
UI_PRIVATE_SHOP_BUY,Purchase,Compra
UI_PRIVATE_SHOP_TOTAL_COST,Total Cost,Costo Totale
UI_PERSONAL_SHOP_CHAT_TITLE,Chatting,Chat
UI_PERSONAL_SHOP_CHAT_USER,User,Utente
UI_PERSONAL_SHOP_CHAT_MESSAGE,Message,Messaggio
UI_PERSONAL_SHOP_CHAT_INPUT,Input,Input
UI_PERSONAL_SHOP_CHAT_DIALOG,Dialog,Dialogo
UI_PERSONAL_SHOP_CHAT_INFO,Information,Informazione
UI_PERSONAL_SHOP_CHAT_SEND,Send,Invia
UI_PERSONAL_SHOP_JOIN,%s has just logged in.,%s si è appena collegato.
UI_PERSONAL_SHOP_LEAVE,%s has disconnected.,%s si è disconnesso.
UI_PERSONAL_SHOP_SALE,Character: %s has purchased %s(%d) for %lld penya.,Personaggio: %s ha acquistato %s(%d) per %lld penya.
UI_CONFIRM_SELL_PREMIUM_TITLE,Confirm Selling Premium Item,Conferma Vendita del Oggetto Premium
UI_CONFIRM_SELL_PREMIUM_MSG,"This is a Premium Item. Are you sure?\nOnce it is sold, it cannot be recovered.","Questo è un oggetto premium. Sei sicuro?\nUna volta venduto, non potrà essere recuperato."
UI_TOOLTIP_ITEM_BINDS,[Soul-Linked],[Legato all'Anima]
UI_TOOLTIP_ACCOUNT_BINDS,[Account-Linked],[Legato al account]
UI_BEAUTY_SHOP_TITLE,Hair Shop,Barbiere
UI_BEAUTY_SHOP_RESET,Reset,Reimposta
UI_BEAUTY_SHOP_HAIR_COLOR,Hair Color,Colore dei Capelli
UI_BEAUTY_SHOP_HAIR_STYLE,Hair Style,Acconciatura
UI_BEAUTY_SHOP_PREVIEW,Preview,Anteprima
UI_BEAUTY_SHOP_STYLE_PRICE,Style Price:,Prezzo del'Acconciatura:
UI_BEAUTY_SHOP_COLOR_PRICE,Color Price:,Prezzo del Colore:
UI_BEAUTY_SHOP_TOTAL_PRICE,Total:,Totale:
UI_BEAUTY_SHOP_CONFIRM_TITLE,Confirm Purchase,Conferma Acquisto
UI_OPTION_TRADE,Trade Requests,Richieste di Scambio
UI_TRADE_REQUEST_TITLE,Trade,Scambio
UI_TRADE_REQUEST_QUESTION,%s wants to trade. Would you like to trade?,%s vuole scambiare. Vuoi scambiare?
UI_TRADE_PUT_GOLD_QUESTION,How many do you want to move?,Quanti ne vuoi spostare?
UI_TRADE_PUT_GOLD_QTY,Penya:,Penya:
UI_TRADE_ITEM,Item,Oggetto
UI_TRADE_PUT_ITEM_QUESTION,Move how many items?,Quanti oggetti spostare?
UI_TRADE_PUT_ITEM_QTY,Number:,Numero:
UI_TRADE_CONFIRM_TITLE,Confirm Trade,Conferma Scambio
UI_TRADE_CONFIRM_QUESTION,Do you accept the trade?,Accetti lo Scambio?
UI_TRADE_CONFIRM_WAIT,You need to wait for approval.,Devi attendere l'approvazione.
UI_OPTION_MOBILE_DIR,Directional Pad,Tastierino Direzionale
UI_PIERCING_TITLE,Piercing,Percia
UI_PIERCING_PIERCE_ITEM,Pierce Item,Percio oggetto
UI_PIERCING_ITEM,Item,Oggetto
UI_PIERCING_MATERIAL,Power Dice,Dado di Potenza
UI_PIERCING_PROTECTSCROLL,GProtect,G-Protezione
UI_PIERCING_CONFIRMATION,Do you want to pierce this item?,Vuoi percire questo oggetto?
UI_PIERCING_UNSAFE,Without Scroll of GProtect you will lose the item in case of failure.,"Senza una Pergamena di G-Protezione, perderai l'oggetto in caso di fallimento."
UI_PIERCING_REMOVE_TITLE,Remove Piercing Card,Rimuova Scheda Percio
UI_PIERCING_REMOVE_MSG,Remove the selected piercing card from this item? #b#cffff0000The removed card will be destroyed.#nc#nb,Rimuovere la scheda percio selezionata da questo oggetto? #b#cffff0000La scheda rimossa verrà distrutta.#nc#nb
UI_PIERCING_REMOVE_OK,Remove,Rimuova
UI_UPGRADE_PROBTOOLTIP,The success rate increases with each failed attempt.,Il tasso di successo aumenta con ogni tentativo fallito.
UI_UPGRADE_ATTEMPTS,Upgrade attempts: %d,Tentativi di Potenziamento: %d
UI_ELEMENT_ATTEMPTS,Element upgrade attempts: %d,Tentativi di Potenziamento Elemento: %d
UI_PIERCING_ATTEMPTS,Piercing attempts: %d,Tentativi di Perciamento: %d
UI_ACCESSORY_TITLE,Accessory Upgrade,Potenziamento Accessori
UI_ACCESSORY_UPGRADE_ITEM,Upgrade Item,Potenziamento Oggetto
UI_ACCESSORY_PROTECTSCROLL,AProtect,A-Protezione
UI_ACCESSORY_UNSAFE,Without Scroll of AProtect you will lose the item in case of failure.,"Senza una Pergamena di A-Protezione, perderai l'oggetto in caso di fallimento."
UI_UPGRADE_TITLE,Upgrade,Potenziamento
UI_UPGRADE_ITEM,Item,Oggetto
UI_UPGRADE_MATERIAL,Power Dice/Card,Dado di Potenza/Scheda
UI_UPGRADE_PROTECTSCROLL,SProtect,S-Protezione
UI_ULTIMATE_UPGRADE_PROTECTSCROLL,XProtect,X-Protezione
UI_ULTIMATE_UPGRADE_MATERIAL,Sunstone,Pietrasola
UI_UPGRADE_CHANCESCROLL,SFusion,S-Fusione
UI_UPGRADE_DEGRADE,Attribute level will decrease in case of failure. You will not lose the item.,Il livello dell'attributo diminuirà in caso di fallimento. Non perderai l'oggetto.
UI_UPGRADE_UNSAFE,Without Scroll of SProtect you will lose the item in case of failure.,"Senza una Pergamena di S-Protezione, perderai l'oggetto in caso di fallimento."
UI_UPGRADE_CONFIRMATION,Do you want to upgrade this item?,Vuoi potenziare questo oggetto?
UI_ATTRIBUTE_REMOVE_TITLE,Remove Element Upgrade,Rimuovi Potenziamento Elementalo
UI_ATTRIBUTE_REMOVE_MSG_TITLE,Confirm Removal,Conferma Rimozione
UI_ATTRIBUTE_REMOVE_MSG,Remove the element upgrade from this item? #b#cffff0000This action cannot be undone.#nc#nb,Rimuovere il potenziamento dell'elemento da questo oggetto? #b#cffff0000Questa azione non può essere annullata.#nc#nb
UI_REVIVAL_CASH_SHOP_TIP,You can use a Premium item.,Puoi usare un'oggetto Premium.
UI_REVIVAL_REVIVAL,Original Place,Luogo Originale
UI_REVIVAL_REVIVAL_TIP,You will be revived where you died.,Rivivrai nel luogo in cui sei morto.
UI_COMMITEM_DIALOG_TITLE,Use Item,Usa Oggetto
UI_RESTATE_CONFIRM_TITLE,Confirm Re-Stat,Conferma Re-Stat
UI_RESTATE_CONFIRM_ALL,All character stats will be reset. Continue?,Tutte le stat dei personaggi verranno azzerate. Continuare?
UI_RESTATE_CONFIRM_STR,Your Strength (STR) stat will be reset and the points will be refunded to you. Continue?,La tua statistica Forza (FOR) verrà azzerata e i punti ti saranno rimborsati. Vuoi continuare?
UI_RESTATE_CONFIRM_STA,Your Stamina (STA) stat will be reset and the points will be refunded to you. Continue?,La tua statistica Resistenza (RES) verrà azzerata e i punti ti saranno rimborsati. Vuoi continuare?
UI_RESTATE_CONFIRM_DEX,Your Dexterity (DEX) stat will be reset and the points will be refunded to you. Continue?,La tua statistica Abilità (AGI) verrà azzerata e i punti ti saranno rimborsati. Vuoi continuare?
UI_RESTATE_CONFIRM_INT,Your Intellect (INT) stat will be reset and the points will be refunded to you. Continue?,La tua statistica Intelligenza (INT) verrà azzerata e i punti ti saranno rimborsati. Vuoi continuare?
UI_RESTATE_CONFIRM_STR_LOW,50 Strength (STR) points will be refunded to you. Do you want to continue?,Ti saranno rimborsati 50 punti Forza (FOR). Vuoi continuare?
UI_RESTATE_CONFIRM_STA_LOW,50 Stamina (STA) points will be refunded to you. Do you want to continue?,Ti saranno rimborsati 50 punti Resistenza (RES). Vuoi continuare?
UI_RESTATE_CONFIRM_DEX_LOW,50 Dexterity (DEX) points will be refunded to you. Do you want to continue?,Ti saranno rimborsati 50 punti Agilità (AGI). Vuoi continuare?
UI_RESTATE_CONFIRM_INT_LOW,50 Intelligence (INT) points will be refunded to you. Do you want to continue?,Ti saranno rimborsati 50 punti Intelligenza (INT). Vuoi continuare?
UI_OPTION_BATTLEBGM,Battle Music,Musica di Battaglia
UI_OPTION_VOICES,Japanese Voices,Voce Japanese
UI_PK_CONFIRM_TITLE,P.K,P.K
UI_PK_CONFIRM,You are about to commit a crime. Do you attack?,Stai per commettere un crimine. Attacchi?
UI_BANK_ENTERPASS_TITLE,Bank Password,Password Banca
UI_BANK_ENTERPASS_MSG,Enter Bank PIN (4 Digits),Inserisci il PIN della Banca (4 Cifre)
UI_BANK_ENTERPASS_PIN,PIN,PIN
UI_BANK_ENTERPASS_CHANGE,Change,Cambia
UI_BANK_CHANGEPASS_TITLE,Bank PIN,PIN della Banca
UI_BANK_CHANGEPASS_MSG,Set/Change Bank PIN (4 Digits),Imposta/Modifica PIN banca (4 cifre)
UI_BANK_CHANGEPASS_OLD,Old PIN:,PIN Vecchio:
UI_BANK_CHANGEPASS_NEW,New PIN:,PIN Nuovo:
UI_BANK_CHANGEPASS_CONFIRM,Confirm PIN:,Conferma PIN:
UI_BANK_TITLE,Bank,Banca
UI_DUELREQUEST_TITLE,Duel Request,Richiesta del Duello
UI_DUELREQUEST_BETMSG,How much do you want to bet for this duel?,Quanto vuoi scommettere su questo duello?
UI_DUELREQUEST_BETLBL,Penya:,Penya:
UI_DUELREQUEST_MSG,%s challenges you to a duel %s. Do you accept?,%s ti sfida a duello %s. Accetti?
UI_DUELREQUEST_PARTY,%s challenges your party to a duel %s. Do you accept?,%s sfida il tuo gruppo a duello %s. Accetti?
